Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,RelevantEducationLevel,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,InterviewScore,ResumeScore,RequestedBenefits,TotalWorkingYears,PreferredSkills,YearsAtCurrentCompany,RelevantExperience,JobType,SalaryExpectation,Ethnicity,Gender,HIRED
36,Non-Travel,Sales,10,Master,Medical,High,Experienced,Sales Executive,Single,1,No,Outstanding,Outstanding,No,10,High,10,3,full_time,Average,non-minority,Male,NO
22,Travel_Frequently,Research & Development,4,Below College,Technical Degree,Medium,Entry Level,Laboratory Technician,Single,5,No,Low,High,No,4,High,2,2,full_time,High,minority,Female,NO
48,Travel_Rarely,Sales,2,Doctorate,Marketing,High,Intermediate,Sales Executive,Married,2,No,Outstanding,Low,Yes,14,Medium,0,7,full_time,High,non-minority,Female,NO
55,Travel_Rarely,Sales,18,Doctorate,Life Sciences,High,Experienced,Manager,Single,3,No,Average,Outstanding,No,37,Medium,10,9,full_time,High,non-minority,Female,NO
40,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,High,Experienced,Manufacturing Director,Single,7,No,Low,High,No,22,High,20,6,full_time,Average,minority,Female,NO
31,Travel_Rarely,Sales,2,Below College,Life Sciences,High,Intermediate,Sales Executive,Single,4,Yes,Outstanding,High,No,10,Medium,6,5,full_time,Average,non-minority,Male,NO
42,Travel_Rarely,Research & Development,24,Bachelor,Medical,High,Experienced,Manufacturing Director,Married,1,Yes,Low,Outstanding,Yes,10,Medium,10,9,full_time,High,non-minority,Male,NO
45,Travel_Rarely,Sales,2,Bachelor,Other,High,Intermediate,Sales Executive,Married,0,No,Average,Average,Yes,9,High,8,7,contract,High,non-minority,Male,NO
29,Travel_Rarely,Research & Development,19,Bachelor,Technical Degree,High,Intermediate,Manufacturing Director,Divorced,4,No,Outstanding,Average,No,8,Medium,3,2,full_time,Average,non-minority,Male,NO
33,Travel_Rarely,Research & Development,1,Doctorate,Medical,Very High,Experienced,Research Director,Divorced,4,No,High,High,Yes,10,Medium,6,1,full_time,High,non-minority,Female,NO
31,Travel_Rarely,Sales,7,Bachelor,Life Sciences,Medium,Experienced,Manager,Divorced,9,No,Outstanding,High,Yes,10,High,5,4,contract,High,non-minority,Male,NO
18,Travel_Frequently,Sales,5,Bachelor,Marketing,High,Entry Level,Sales Representative,Single,1,Yes,Average,Outstanding,No,0,High,0,0,full_time,Average,minority,Male,NO
40,Non-Travel,Sales,28,Bachelor,Other,Low,Experienced,Sales Executive,Divorced,3,No,Low,High,Yes,20,Medium,1,0,full_time,Average,minority,Male,NO
26,Travel_Rarely,Sales,29,College,Medical,High,Intermediate,Sales Executive,Divorced,5,No,High,Low,No,8,Medium,0,0,full_time,Average,minority,Female,NO
26,Travel_Rarely,Research & Development,24,Bachelor,Technical Degree,Low,Entry Level,Laboratory Technician,Single,1,Yes,Outstanding,Average,No,1,High,1,0,full_time,High,minority,Male,NO
46,Travel_Frequently,Research & Development,18,Below College,Medical,High,Experienced,Healthcare Representative,Married,5,No,Low,Outstanding,No,28,High,2,2,full_time,Low,minority,Female,NO
41,Travel_Rarely,Sales,2,Doctorate,Life Sciences,High,Experienced,Manager,Married,7,No,Low,Average,Yes,22,Medium,0.3,16,full_time,Average,non-minority,Female,NO
37,Non-Travel,Sales,9,Master,Medical,High,Experienced,Sales Executive,Divorced,1,No,Average,Outstanding,Yes,9,Medium,9,5,contract,Average,non-minority,Male,NO
32,Non-Travel,Sales,11,Master,Other,Very High,Intermediate,Sales Executive,Married,8,No,Low,Outstanding,No,6,Medium,4,2,full_time,Average,minority,Male,NO
24,Travel_Frequently,Sales,24,Bachelor,Medical,High,Entry Level,Sales Representative,Married,0,No,Outstanding,High,No,3,High,2,2,full_time,Average,non-minority,Male,NO
38,Travel_Rarely,Research & Development,10,Bachelor,Medical,High,Intermediate,Healthcare Representative,Married,3,No,High,High,Yes,18,High,1,0,full_time,High,non-minority,Female,NO
37,Travel_Rarely,Research & Development,1,Master,Life Sciences,High,Intermediate,Manufacturing Director,Married,6,No,Low,Average,Yes,8,Medium,6,5,contract,Average,minority,Female,NO
49,Travel_Rarely,Research & Development,18,Master,Life Sciences,Medium,Experienced,Research Director,Divorced,1,Yes,High,High,Yes,31,Medium,31,9,contract,High,non-minority,Male,NO
24,Travel_Rarely,Research & Development,17,College,Other,Medium,Entry Level,Laboratory Technician,Married,1,No,Average,Outstanding,Yes,1,Medium,1,0,contract,High,minority,Male,NO
50,Travel_Frequently,Human Resources,3,Bachelor,Medical,High,Experienced,Manager,Married,1,No,Average,High,Yes,32,Medium,32,5,full_time,Low,non-minority,Male,NO
31,Travel_Rarely,Sales,13,Master,Medical,High,Intermediate,Sales Executive,Divorced,2,No,Low,High,No,9,Medium,3,1,full_time,High,non-minority,Female,NO
35,Travel_Rarely,Research & Development,25,College,Other,Medium,Intermediate,Laboratory Technician,Single,4,No,Outstanding,Outstanding,No,9,High,3,2,full_time,Average,non-minority,Male,NO
31,Travel_Rarely,Sales,6,Master,Medical,Very High,Intermediate,Sales Executive,Divorced,4,No,Outstanding,Outstanding,No,13,High,7,7,contract,High,non-minority,Female,NO
27,Travel_Rarely,Research & Development,6,Master,Medical,Medium,Entry Level,Research Scientist,Divorced,0,No,Low,High,No,6,Medium,5,3,full_time,Average,minority,Female,NO
37,Travel_Rarely,Sales,2,Bachelor,Marketing,High,Intermediate,Sales Executive,Married,4,Yes,Low,High,Yes,17,High,3,0,full_time,Low,minority,Male,NO
43,Travel_Rarely,Research & Development,6,Master,Other,Medium,Experienced,Research Director,Divorced,4,Yes,Outstanding,High,Yes,21,High,1,0,full_time,Average,minority,Male,NO
38,Travel_Rarely,Research & Development,1,Below College,Life Sciences,High,Entry Level,Research Scientist,Single,3,No,Low,Outstanding,No,8,High,0,0,full_time,High,non-minority,Female,NO
48,Travel_Rarely,Research & Development,1,Master,Life Sciences,Medium,Experienced,Manager,Married,7,No,Low,Low,Yes,21,High,3,2,full_time,Low,non-minority,Female,NO
44,Travel_Rarely,Human Resources,1,Master,Life Sciences,Medium,Intermediate,Human Resources,Single,4,No,High,Average,No,10,Low,2,2,full_time,Low,non-minority,Female,NO
21,Travel_Rarely,Sales,22,Below College,Technical Degree,High,Entry Level,Sales Representative,Single,1,No,Low,High,No,3,Medium,3,2,full_time,Low,minority,Male,NO
44,Travel_Rarely,Research & Development,3,Master,Other,High,Experienced,Manager,Married,4,Yes,Outstanding,Low,Yes,26,Medium,2,2,full_time,Average,non-minority,Male,NO
22,Travel_Rarely,Research & Development,6,Below College,Medical,High,Entry Level,Research Scientist,Married,0,No,Low,Outstanding,No,3,High,2,2,full_time,High,minority,Male,NO
32,Travel_Rarely,Research & Development,9,Master,Life Sciences,High,Intermediate,Research Scientist,Married,1,Yes,Outstanding,Outstanding,Yes,6,Medium,6,4,full_time,High,non-minority,Female,NO
53,Travel_Rarely,Sales,1,Below College,Medical,High,Intermediate,Sales Executive,Single,7,No,Low,Outstanding,No,18,Medium,14,7,full_time,High,non-minority,Female,NO
45,Travel_Frequently,Sales,26,Master,Life Sciences,High,Intermediate,Sales Executive,Married,2,No,Low,Outstanding,No,5,High,1,1,full_time,Average,non-minority,Female,NO
26,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,High,Entry Level,Laboratory Technician,Married,1,Yes,Outstanding,High,Yes,3,Medium,3,2,full_time,Average,non-minority,Female,NO
36,Travel_Rarely,Research & Development,9,College,Medical,Medium,Intermediate,Manufacturing Director,Divorced,2,Yes,Low,High,Yes,13,Medium,3,2,contract,Low,minority,Male,NO
27,Travel_Rarely,Research & Development,3,Master,Medical,Medium,Entry Level,Research Scientist,Single,0,No,Outstanding,Outstanding,No,5,Low,4,2,full_time,Average,non-minority,Male,NO
33,Travel_Frequently,Research & Development,3,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Single,1,Yes,Low,Low,No,10,High,10,8,full_time,Low,non-minority,Male,NO
23,Travel_Rarely,Research & Development,4,Bachelor,Medical,Very High,Entry Level,Research Scientist,Married,2,No,Low,Low,Yes,5,High,3,2,full_time,Average,non-minority,Male,NO
25,Travel_Rarely,Sales,8,Bachelor,Life Sciences,Very High,Intermediate,Sales Executive,Married,0,No,Low,High,Yes,4,High,3,2,full_time,High,minority,Male,NO
29,Travel_Frequently,Research & Development,1,Master,Life Sciences,Low,Entry Level,Research Scientist,Divorced,1,No,Outstanding,Outstanding,Yes,10,Medium,10,7,full_time,High,non-minority,Female,NO
48,Travel_Rarely,Sales,2,Below College,Marketing,Very High,Intermediate,Sales Executive,Married,3,No,Average,Outstanding,No,12,High,2,2,contract,Average,non-minority,Male,NO
37,Travel_Rarely,Research & Development,10,College,Life Sciences,Very High,Entry Level,Research Scientist,Single,3,No,Outstanding,Low,No,4,Medium,1,0,contract,High,minority,Male,NO
24,Travel_Rarely,Sales,3,College,Life Sciences,High,Intermediate,Sales Executive,Single,9,No,High,Low,No,4,High,2,2,full_time,Average,non-minority,Female,NO
50,Travel_Frequently,Sales,8,College,Technical Degree,High,Intermediate,Sales Executive,Married,3,Yes,Low,Low,Yes,18,High,4,3,contract,Average,minority,Male,NO
27,Travel_Rarely,Research & Development,1,College,Life Sciences,High,Experienced,Manufacturing Director,Married,1,No,Low,Outstanding,No,9,High,0.6,7,full_time,Low,non-minority,Female,NO
47,Travel_Rarely,Sales,14,Master,Marketing,High,Intermediate,Sales Executive,Single,2,No,Low,Outstanding,No,20,Medium,7,7,full_time,Average,non-minority,Male,NO
40,Travel_Frequently,Sales,5,Master,Life Sciences,Medium,Experienced,Sales Executive,Married,5,Yes,Low,High,Yes,20,Medium,18,13,full_time,High,non-minority,Male,NO
41,Travel_Rarely,Human Resources,10,Master,Human Resources,Medium,Experienced,Manager,Divorced,3,No,Outstanding,Average,Yes,23,Medium,21,6,contract,Average,non-minority,Male,NO
60,Travel_Rarely,Sales,16,Master,Marketing,High,Intermediate,Sales Executive,Single,8,No,Low,Outstanding,No,10,Low,2,2,full_time,Average,non-minority,Male,NO
27,Travel_Frequently,Research & Development,10,College,Life Sciences,High,Experienced,Manufacturing Director,Divorced,1,No,Low,High,No,9,High,9,7,full_time,High,non-minority,Female,NO
50,Travel_Rarely,Sales,8,Master,Marketing,High,Entry Level,Sales Representative,Married,7,No,Average,Outstanding,Yes,4,Medium,2,2,contract,Average,non-minority,Male,NO
36,Non-Travel,Research & Development,8,Bachelor,Life Sciences,Very High,Experienced,Research Director,Married,9,No,Low,Low,Yes,10,Medium,8,7,full_time,High,non-minority,Female,NO
38,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,High,Experienced,Manufacturing Director,Single,4,Yes,High,Outstanding,No,10,High,1,0,full_time,Average,non-minority,Female,NO
44,Non-Travel,Research & Development,24,Bachelor,Medical,Low,Entry Level,Laboratory Technician,Single,2,No,Low,High,No,9,Medium,5,2,full_time,Average,minority,Male,NO
47,Travel_Frequently,Sales,3,Bachelor,Medical,High,Experienced,Sales Executive,Divorced,9,Yes,High,Outstanding,No,28,Medium,0,2,full_time,Average,non-minority,Female,NO
29,Travel_Rarely,Sales,10,Bachelor,Life Sciences,High,Entry Level,Sales Representative,Single,1,No,Low,High,No,1,Medium,1,0,contract,Low,minority,Female,NO
42,Travel_Frequently,Research & Development,19,Bachelor,Medical,Very High,Entry Level,Research Scientist,Divorced,6,Yes,High,Outstanding,No,7,Medium,2,2,full_time,Average,non-minority,Male,NO
43,Travel_Frequently,Sales,15,Bachelor,Life Sciences,Medium,Intermediate,Sales Executive,Married,3,No,Outstanding,High,Yes,7,Medium,2,2,contract,High,non-minority,Female,NO
34,Travel_Rarely,Research & Development,8,College,Medical,High,Intermediate,Healthcare Representative,Single,3,No,High,Outstanding,No,10,Medium,5,1,full_time,Low,non-minority,Female,NO
23,Travel_Rarely,Research & Development,9,Below College,Medical,High,Entry Level,Laboratory Technician,Married,1,No,Low,Outstanding,Yes,5,Medium,4,3,full_time,Average,non-minority,Male,NO
39,Travel_Rarely,Human Resources,3,Bachelor,Human Resources,Very High,Intermediate,Human Resources,Married,9,No,Average,High,Yes,12,High,8,3,full_time,Average,non-minority,Female,NO
40,Travel_Rarely,Research & Development,2,Below College,Medical,Medium,Entry Level,Research Scientist,Single,0,Yes,Outstanding,Outstanding,No,5,Medium,0.6,2,contract,High,non-minority,Female,NO
27,Travel_Rarely,Research & Development,7,Bachelor,Medical,Medium,Intermediate,Healthcare Representative,Single,8,No,Low,Low,No,9,Medium,0.3,6,full_time,High,non-minority,Female,NO
29,Travel_Rarely,Sales,10,Bachelor,Marketing,High,Entry Level,Sales Representative,Divorced,1,No,Low,Outstanding,No,2,Medium,2,2,contract,Average,minority,Male,NO
53,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,High,Intermediate,Laboratory Technician,Single,2,No,Outstanding,Outstanding,No,19,High,2,2,contract,High,non-minority,Female,NO
35,Non-Travel,Research & Development,2,Master,Life Sciences,High,Intermediate,Healthcare Representative,Divorced,2,No,Low,Low,Yes,16,Medium,1,0,full_time,Low,minority,Female,NO
32,Travel_Frequently,Research & Development,24,Master,Life Sciences,High,Intermediate,Laboratory Technician,Married,1,No,Outstanding,Outstanding,No,10,Medium,10,8,full_time,Average,non-minority,Male,NO
38,Travel_Rarely,Research & Development,2,Doctorate,Medical,High,Entry Level,Research Scientist,Married,6,Yes,High,Average,Yes,6,Low,1,0,full_time,Average,non-minority,Male,NO
34,Travel_Rarely,Research & Development,8,Doctorate,Life Sciences,High,Intermediate,Manufacturing Director,Divorced,3,No,Low,High,Yes,7,High,0,0,full_time,High,non-minority,Female,NO
52,Travel_Rarely,Sales,3,Master,Marketing,Medium,Experienced,Manager,Married,1,No,Low,Low,No,34,High,34,6,full_time,Low,non-minority,Male,NO
33,Travel_Rarely,Research & Development,1,Master,Other,High,Entry Level,Research Scientist,Single,1,Yes,Outstanding,High,No,10,Medium,10,9,full_time,Average,non-minority,Male,NO
25,Travel_Rarely,Sales,26,Below College,Medical,High,Intermediate,Sales Executive,Single,1,No,Outstanding,Average,No,6,Medium,6,5,full_time,High,non-minority,Female,NO
23,Travel_Rarely,Research & Development,10,Below College,Medical,Very High,Entry Level,Research Scientist,Single,1,No,Low,Outstanding,No,2,High,2,2,full_time,High,minority,Female,NO
34,Travel_Rarely,Sales,2,Bachelor,Other,High,Intermediate,Sales Executive,Single,1,No,Outstanding,High,No,6,Medium,6,5,full_time,High,non-minority,Male,NO
52,Non-Travel,Research & Development,19,Master,Medical,High,Entry Level,Research Scientist,Married,0,No,Outstanding,Low,Yes,5,High,4,3,full_time,High,non-minority,Male,NO
26,Travel_Frequently,Research & Development,1,College,Life Sciences,Low,Entry Level,Laboratory Technician,Divorced,3,No,Outstanding,Low,Yes,5,Medium,2,2,contract,High,non-minority,Female,NO
26,Travel_Rarely,Sales,8,Bachelor,Technical Degree,Medium,Intermediate,Sales Executive,Single,6,No,Low,High,No,6,Medium,4,3,contract,High,non-minority,Male,NO
34,Travel_Rarely,Research & Development,1,Master,Life Sciences,Very High,Entry Level,Research Scientist,Single,2,No,Outstanding,High,No,10,Medium,4,2,full_time,High,non-minority,Female,NO
54,Travel_Rarely,Research & Development,19,Master,Medical,High,Intermediate,Manufacturing Director,Divorced,9,Yes,Low,Average,No,9,High,5,3,full_time,Low,non-minority,Female,NO
27,Travel_Frequently,Sales,8,Below College,Marketing,High,Intermediate,Sales Executive,Married,0,No,Outstanding,Average,Yes,5,High,4,2,full_time,High,non-minority,Male,NO
37,Travel_Rarely,Research & Development,10,Below College,Life Sciences,High,Entry Level,Research Scientist,Divorced,0,Yes,Low,Average,No,6,High,5,3,contract,Average,non-minority,Female,NO
35,Travel_Rarely,Sales,8,Master,Life Sciences,High,Entry Level,Sales Representative,Married,1,No,Outstanding,Average,Yes,3,Low,3,2,full_time,Average,non-minority,Female,NO
30,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Low,Entry Level,Laboratory Technician,Married,3,No,Low,High,No,7,Medium,2,2,full_time,High,minority,Male,NO
34,Travel_Rarely,Sales,8,College,Life Sciences,High,Intermediate,Sales Executive,Married,5,No,Low,Average,Yes,6,Low,3,2,full_time,High,non-minority,Female,NO
23,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Very High,Entry Level,Laboratory Technician,Married,1,Yes,Low,High,No,1,Medium,0,0,full_time,High,minority,Male,NO
52,Travel_Rarely,Research & Development,11,Master,Life Sciences,High,Intermediate,Laboratory Technician,Married,8,No,High,Average,Yes,9,High,5,2,full_time,High,non-minority,Female,NO
50,Travel_Rarely,Research & Development,2,Bachelor,Medical,High,Experienced,Research Director,Married,5,No,Low,Outstanding,No,30,High,4,3,full_time,Average,minority,Male,NO
33,Travel_Rarely,Sales,16,Bachelor,Marketing,High,Intermediate,Sales Executive,Single,5,No,Low,High,No,6,High,3,2,contract,Average,non-minority,Female,NO
29,Travel_Rarely,Research & Development,23,College,Life Sciences,Very High,Entry Level,Research Scientist,Married,1,No,Low,High,Yes,10,High,10,7,full_time,High,minority,Male,NO
58,Travel_Rarely,Research & Development,2,Master,Life Sciences,High,Experienced,Research Director,Single,7,Yes,Average,Outstanding,No,40,Medium,31,15,full_time,Average,non-minority,Male,NO
35,Travel_Rarely,Research & Development,1,Master,Life Sciences,Very High,Entry Level,Research Scientist,Single,3,No,Low,High,No,7,Low,2,2,full_time,High,minority,Female,NO
42,Travel_Rarely,Research & Development,1,College,Life Sciences,Medium,Intermediate,Manufacturing Director,Married,9,Yes,Outstanding,Outstanding,Yes,8,High,4,3,full_time,Average,non-minority,Female,NO
28,Travel_Rarely,Research & Development,2,Master,Medical,High,Entry Level,Research Scientist,Single,6,No,High,Outstanding,No,5,High,2,2,full_time,High,non-minority,Male,NO
